frame_name;position;guessed_gender;actor;gender;top;right;bottom;left
FrancesHa-30705.jpeg;[129.02934 100.46466 185.02435 173.28206];M;Michael_Zegen;M;1080;1900;1700;1280
FrancesHa-30705.jpeg;[129.02934 100.46466 185.02435 173.28206];M;Greta_Gerwig;F;1080;5430;1700;4810
FrancesHa-30705.jpeg;[486.543     98.690414 537.6991   168.56519 ];M;Michael_Zegen;M;1080;1900;1700;1280
FrancesHa-30705.jpeg;[486.543     98.690414 537.6991   168.56519 ];M;Greta_Gerwig;F;1080;5430;1700;4810
FrancesHa-35332.jpeg;[111.11511  86.03137 170.37163 165.16489];M;Michael_Zegen;M;1010;1760;1630;1140
FrancesHa-35332.jpeg;[489.39246  69.99701 557.4148  162.00702];F;Michael_Zegen;M;1010;1760;1630;1140
FrancesHa-35556.jpeg;[113.52191   78.543274 172.1093   157.8995  ];M;Michael_Zegen;M;870;1700;1490;1070
FrancesHa-35556.jpeg;[451.25888  77.53687 520.85657 169.37346];F;Michael_Zegen;M;870;1700;1490;1070
FrancesHa-35683.jpeg;[125.363434  89.82462  185.86786  169.52959 ];M;Greta_Gerwig;F;720;5110;1460;4360
FrancesHa-35683.jpeg;[449.11594  64.93959 519.01654 156.38736];F;Greta_Gerwig;F;720;5110;1460;4360
FrancesHa-35796.jpeg;[123.9337   83.45047 182.95746 159.77782];M;Michael_Zegen;M;870;1900;1490;1280
FrancesHa-35796.jpeg;[446.31262  74.16461 518.9677  170.20244];F;Michael_Zegen;M;870;1900;1490;1280
FrancesHa-35887.jpeg;[ 99.001915  68.03948  157.35211  144.70638 ];M;Michael_Zegen;M;800;1630;1420;1000
FrancesHa-35887.jpeg;[ 99.001915  68.03948  157.35211  144.70638 ];M;Greta_Gerwig;F;630;5110;1380;4360
FrancesHa-35887.jpeg;[453.92465  50.1152  519.9518  139.2354 ];F;Michael_Zegen;M;800;1630;1420;1000
FrancesHa-35887.jpeg;[453.92465  50.1152  519.9518  139.2354 ];F;Greta_Gerwig;F;630;5110;1380;4360
FrancesHa-36017.jpeg;[461.40253   51.956936 520.5478   137.14761 ];F;Adam_Driver;M;360;1260;1260;360
FrancesHa-36017.jpeg;[ 30.696163  34.63272  100.74694  128.43211 ];M;Adam_Driver;M;360;1260;1260;360
FrancesHa-36047.jpeg;[ 99.703224  87.26604  158.8667   165.2575  ];M;Michael_Zegen;M;1010;1630;1630;1000
FrancesHa-36047.jpeg;[438.56204  67.62244 508.64316 163.19868];F;Michael_Zegen;M;1010;1630;1630;1000
FrancesHa-36211.jpeg;[104.305046  73.88971  161.86874  147.80873 ];M;Michael_Zegen;M;800;1700;1420;1070
FrancesHa-36211.jpeg;[443.68054  79.82199 511.80493 175.03897];F;Michael_Zegen;M;800;1700;1420;1070
FrancesHa-36332.jpeg;[126.721695  95.16737  189.40036  173.81442 ];M;Michael_Zegen;M;1080;1900;1700;1280
FrancesHa-36332.jpeg;[439.17853  96.22644 508.95734 183.61234];M;Michael_Zegen;M;1080;1900;1700;1280
FrancesHa-36450.jpeg;[ 92.39801 100.87833 151.24568 175.96498];M;Greta_Gerwig;F;880;4940;1630;4190
FrancesHa-36450.jpeg;[435.39282  75.36148 504.4261  172.4639 ];F;Greta_Gerwig;F;880;4940;1630;4190
FrancesHa-36598.jpeg;[105.18632  87.41632 162.613   164.85574];M;Michael_Zegen;M;940;1760;1560;1140
FrancesHa-36598.jpeg;[438.7155   70.80171 501.79477 163.92053];M;Michael_Zegen;M;940;1760;1560;1140
FrancesHa-36712.jpeg;[119.08641  89.61844 178.76091 166.30023];M;Michael_Zegen;M;880;1870;1630;1130
FrancesHa-36712.jpeg;[446.52658   89.236465 517.67773  189.00912 ];F;Michael_Zegen;M;880;1870;1630;1130
FrancesHa-36775.jpeg;[112.9113   86.15082 171.92355 170.88208];M;Michael_Zegen;M;940;1760;1560;1140
FrancesHa-36775.jpeg;[445.6832   67.36308 516.25165 162.72946];F;Michael_Zegen;M;940;1760;1560;1140
FrancesHa-37636.jpeg;[306.19797   35.844173 362.44238  114.32605 ];M;Michael_Zegen;M;460;3630;1080;3010
FrancesHa-37876.jpeg;[313.9112   52.97287 381.2863  132.77562];F;Greta_Gerwig;F;630;3860;1380;3120
FrancesHa-38521.jpeg;[346.0567   76.19898 444.74323 197.61172];F;Greta_Gerwig;F;920;4380;1990;3300
FrancesHa-39021.jpeg;[363.71994   61.644783 456.4638   182.6643  ];F;Greta_Gerwig;F;680;4620;1750;3540
FrancesHa-39136.jpeg;[319.65103  59.69377 411.45862 187.87317];M;Michael_Zegen;M;800;4260;1870;3180
FrancesHa-39299.jpeg;[305.00232   56.440037 396.8286   177.94827 ];M;Michael_Zegen;M;860;3940;1760;3050
FrancesHa-40171.jpeg;[306.4806    51.866947 383.82755  147.4198  ];M;Greta_Gerwig;F;630;3780;1380;3030
FrancesHa-40386.jpeg;[301.6853   48.76606 373.85336 144.94395];M;Greta_Gerwig;F;630;3700;1380;2950
FrancesHa-47773.jpeg;[377.47372  51.42808 439.8473  136.71233];F;Greta_Gerwig;F;550;4360;1300;3610
FrancesHa-49286.jpeg;[363.4664   85.13455 450.23532 209.73508];M;Patrick_Heusinger;M;320;2820;1400;1750
FrancesHa-49286.jpeg;[194.25055  33.5019  281.506   141.75052];M;Patrick_Heusinger;M;320;2820;1400;1750
FrancesHa-49575.jpeg;[176.1813   58.6037  278.85138 201.30005];M;Greta_Gerwig;F;670;3110;1960;1820
FrancesHa-51428.jpeg;[321.62692   30.341484 393.28122  131.63571 ];M;Greta_Gerwig;F;470;4030;1210;3280
FrancesHa-51965.jpeg;[288.23163  68.31049 359.55325 162.90144];M;Mickey_Sumner;F;800;3530;1550;2780
FrancesHa-51965.jpeg;[458.32822   53.736565 533.2153   153.4023  ];M;Mickey_Sumner;F;800;3530;1550;2780
FrancesHa-53834.jpeg;[485.79013   92.403824 576.7487   211.84575 ];M;Greta_Gerwig;F;1040;5930;2110;4850
FrancesHa-53834.jpeg;[220.8968   121.208176 324.85187  223.49448 ];M;Greta_Gerwig;F;1040;5930;2110;4850
FrancesHa-56581.jpeg;[168.3317   66.17654 245.04747 169.76332];M;Michael_Zegen;M;760;2450;1660;1550
FrancesHa-56728.jpeg;[253.70306  78.30616 332.0167  172.44571];M;Michael_Zegen;M;960;3280;1710;2540
FrancesHa-59565.jpeg;[229.16785   54.465595 294.42868  143.22426 ];F;Greta_Gerwig;F;720;3030;1460;2290
FrancesHa-59565.jpeg;[326.9252    24.295998 388.37955  114.53264 ];M;Greta_Gerwig;F;720;3030;1460;2290
FrancesHa-59565.jpeg;[384.44128   45.166973 459.39023  143.47197 ];M;Greta_Gerwig;F;720;3030;1460;2290
FrancesHa-59565.jpeg;[115.89663  87.85858 170.84738 163.4232 ];M;Greta_Gerwig;F;720;3030;1460;2290
FrancesHa-59565.jpeg;[538.3451    82.526794 626.20966  165.33781 ];M;Greta_Gerwig;F;720;3030;1460;2290
FrancesHa-59565.jpeg;[460.0501   93.68007 504.2977  152.89432];M;Greta_Gerwig;F;720;3030;1460;2290
FrancesHa-65445.jpeg;[418.66705  76.86536 477.44778 156.7662 ];F;Greta_Gerwig;F;800;4780;1550;4030
FrancesHa-65445.jpeg;[214.55226   46.152096 269.14136  148.53445 ];M;Greta_Gerwig;F;800;4780;1550;4030
FrancesHa-65597.jpeg;[478.48364  74.11876 540.3099  155.74823];F;Greta_Gerwig;F;800;5520;1550;4780
FrancesHa-65597.jpeg;[248.00818  65.50649 323.35742 170.92926];M;Greta_Gerwig;F;800;5520;1550;4780
FrancesHa-66097.jpeg;[480.93048  79.71796 546.2211  165.69543];M;Greta_Gerwig;F;940;5360;1560;4740
FrancesHa-66097.jpeg;[285.6265    75.348145 344.86752  174.94489 ];M;Greta_Gerwig;F;940;5360;1560;4740
FrancesHa-66097.jpeg;[ 72.692245  61.958847 249.98265  343.07138 ];F;Greta_Gerwig;F;940;5360;1560;4740
FrancesHa-66234.jpeg;[240.78474   57.33867  268.6769    93.864136];M;Greta_Gerwig;F;580;2770;940;2410
FrancesHa-66234.jpeg;[393.0608    49.709496 420.34705   88.93404 ];M;Greta_Gerwig;F;580;2770;940;2410
FrancesHa-66234.jpeg;[145.0583   56.80088 170.56276 100.71183];M;Greta_Gerwig;F;580;2770;940;2410
FrancesHa-66234.jpeg;[549.5872    54.862587 583.6413   112.358665];M;Greta_Gerwig;F;580;2770;940;2410
FrancesHa-66234.jpeg;[ 92.948364  61.176147 131.25217  124.55891 ];M;Greta_Gerwig;F;580;2770;940;2410
FrancesHa-67193.jpeg;[472.63788  71.56816 539.4331  156.42882];M;Greta_Gerwig;F;880;5520;1630;4780
FrancesHa-67193.jpeg;[259.69403  67.9218  335.168   175.41049];M;Greta_Gerwig;F;880;5520;1630;4780
FrancesHa-67443.jpeg;[475.34155   62.748585 536.1673   147.87434 ];F;Greta_Gerwig;F;720;5360;1460;4610
FrancesHa-67443.jpeg;[283.9341    68.841835 345.8389   173.5168  ];M;Greta_Gerwig;F;720;5360;1460;4610
FrancesHa-67532.jpeg;[455.21487  88.98706 517.79626 168.9277 ];F;Greta_Gerwig;F;960;5190;1710;4440
FrancesHa-67532.jpeg;[223.09558  75.51039 300.90308 184.29005];M;Greta_Gerwig;F;960;5190;1710;4440
FrancesHa-67768.jpeg;[463.73947  73.29958 524.4707  161.14452];M;Greta_Gerwig;F;800;5360;1550;4610
FrancesHa-67768.jpeg;[215.31407   61.879757 288.48184  170.84386 ];M;Greta_Gerwig;F;800;5360;1550;4610
FrancesHa-68029.jpeg;[449.78214   55.387047 508.48077  136.80786 ];F;Greta_Gerwig;F;730;5150;1350;4530
FrancesHa-68029.jpeg;[181.17438   58.437828 247.7823   163.78091 ];M;Greta_Gerwig;F;730;5150;1350;4530
FrancesHa-68161.jpeg;[450.1988   66.94702 509.44028 152.4263 ];F;Greta_Gerwig;F;800;5270;1550;4530
FrancesHa-68161.jpeg;[167.95758  69.53052 239.42981 172.08835];F;Greta_Gerwig;F;800;5270;1550;4530
FrancesHa-68729.jpeg;[441.67273   78.024506 500.36005  160.77628 ];F;Greta_Gerwig;F;880;5020;1630;4280
FrancesHa-68729.jpeg;[222.79489   59.659332 276.56873  160.54318 ];F;Greta_Gerwig;F;880;5020;1630;4280
FrancesHa-69211.jpeg;[223.97977  56.75129 337.76163 219.54129];F;Greta_Gerwig;F;820;3680;2110;2390
FrancesHa-69628.jpeg;[299.89557  82.18406 427.40222 257.88577];M;Greta_Gerwig;F;1100;4250;2390;2960
FrancesHa-69781.jpeg;[465.18472   55.269722 520.1661   132.74768 ];M;Greta_Gerwig;F;800;2320;1420;1700
FrancesHa-69781.jpeg;[167.58176  63.66815 229.54248 147.76033];M;Greta_Gerwig;F;800;2320;1420;1700
FrancesHa-70848.jpeg;[198.2775    55.682404 317.5083   220.34561 ];F;Greta_Gerwig;F;810;3390;2360;1840
FrancesHa-71471.jpeg;[319.30798  68.75201 437.55383 220.73926];F;Greta_Gerwig;F;820;4400;2110;3110
FrancesHa-71971.jpeg;[316.64548  48.90811 431.59546 200.77536];F;Greta_Gerwig;F;670;4250;1960;2960
FrancesHa-72525.jpeg;[315.14606   53.850693 431.49805  212.07602 ];F;Greta_Gerwig;F;670;4250;1960;2960
FrancesHa-72775.jpeg;[313.63928   33.466705 428.47272  189.14844 ];F;Greta_Gerwig;F;530;4250;1820;2960
FrancesHa-73275.jpeg;[320.01184  55.41117 439.6615  212.52113];F;Greta_Gerwig;F;820;4400;2110;3110
FrancesHa-75031.jpeg;[256.19708  60.72789 348.16483 187.83017];M;Greta_Gerwig;F;800;3660;1870;2590
FrancesHa-75170.jpeg;[242.78702  62.22518 335.9945  193.61096];F;Greta_Gerwig;F;800;3540;1870;2470
FrancesHa-75451.jpeg;[178.98921   47.706055 271.08295  180.58069 ];M;Greta_Gerwig;F;680;2940;1750;1870
FrancesHa-75572.jpeg;[176.55312   53.328552 267.3753   176.1578  ];M;Greta_Gerwig;F;680;2820;1750;1750
FrancesHa-75697.jpeg;[194.87581   64.250626 280.94666  188.58347 ];M;Greta_Gerwig;F;800;2940;1870;1870
FrancesHa-75907.jpeg;[244.13574   48.584003 334.98328  171.18687 ];F;Greta_Gerwig;F;680;3540;1750;2470
FrancesHa-76332.jpeg;[200.51613   29.368858 291.13788  160.76894 ];F;Greta_Gerwig;F;440;3060;1520;1990
FrancesHa-7641.jpeg;[333.31403   39.222363 388.85873  115.83507 ];M;Greta_Gerwig;F;530;3910;1150;3280
FrancesHa-80148.jpeg;[196.92953  73.91406 253.6289  158.8112 ];M;Greta_Gerwig;F;870;2590;1490;1970
FrancesHa-80556.jpeg;[249.8696    50.29431  288.38336   98.673294];F;Greta_Gerwig;F;550;2950;980;2520
FrancesHa-8179.jpeg;[353.93872  49.8825  408.6606  122.44739];M;Greta_Gerwig;F;590;4180;1220;3560
FrancesHa-83253.jpeg;[292.5192   54.29274 402.1736  211.24051];F;Greta_Gerwig;F;670;3970;1960;2680
FrancesHa-84635.jpeg;[310.9917    44.583702 422.36276  207.67947 ];F;Greta_Gerwig;F;670;4110;1960;2820
FrancesHa-88992.jpeg;[165.53761   45.751522 246.6604   153.29962 ];F;Greta_Gerwig;F;660;2550;1560;1650
FrancesHa-89965.jpeg;[183.04228   35.871834 260.9873   148.12442 ];F;Greta_Gerwig;F;560;2750;1460;1850
FrancesHa-90131.jpeg;[176.60907   36.140697 259.7741   146.80685 ];F;Greta_Gerwig;F;560;2650;1460;1750
FrancesHa-90367.jpeg;[170.68019   44.688313 251.05173  150.57838 ];F;Greta_Gerwig;F;560;2550;1460;1650
FrancesHa-94067.jpeg;[321.0044    83.024574 396.70148  175.77747 ];M;Greta_Gerwig;F;960;3950;1710;3200
FrancesHa-94108.jpeg;[311.7968   82.14152 386.22766 176.21674];M;Greta_Gerwig;F;960;3860;1710;3120
FrancesHa-96914.jpeg;[290.73358   48.415802 408.90393  215.13652 ];M;Greta_Gerwig;F;820;4110;2110;2820
FrancesHa-98469.jpeg;[317.2272    49.958305 440.11377  203.13512 ];M;Greta_Gerwig;F;800;4260;1870;3180
FrancesHa-99851.jpeg;[406.766     54.640392 486.49448  160.66286 ];M;Greta_Gerwig;F;560;4970;1630;3900
FrancesHa-99851.jpeg;[250.22095 202.15213 274.4934  238.91025];M;Greta_Gerwig;F;560;4970;1630;3900
FrancesHa-99851.jpeg;[543.96234 138.45251 557.87427 157.16492];M;Greta_Gerwig;F;560;4970;1630;3900
FrancesHa-99851.jpeg;[161.7317  215.03531 180.13884 244.94463];F;Greta_Gerwig;F;560;4970;1630;3900
GoodFortune-118073.jpeg;[392.17026  42.26212 523.47955 248.90349];M;Keanu_Reeves;M;810;5280;2360;3730
GoodFortune-121018.jpeg;[210.09418   48.794582 350.758    239.9867  ];M;Aziz_Ansari;M;570;3860;2420;2010
GoodFortune-15280.jpeg;[295.3191   48.38788 432.67438 263.90274];M;Keanu_Reeves;M;810;4250;2360;2700
GoodFortune-18064.jpeg;[186.32867   55.959236 286.38477  172.46407 ];M;Aziz_Ansari;M;680;2940;1750;1870
GoodFortune-19907.jpeg;[222.28998   59.973316 305.4178   173.89964 ];M;Aziz_Ansari;M;760;3050;1660;2150
GoodFortune-20098.jpeg;[210.44817   57.110172 293.0407   168.4728  ];M;Aziz_Ansari;M;760;2950;1660;2050
GoodFortune-33106.jpeg;[249.68573   22.123133 447.31097  278.74658 ];M;Aziz_Ansari;M;680;4640;2910;2410
GoodFortune-34260.jpeg;[228.57268  -53.273827 484.25375  293.12967 ];M;Aziz_Ansari;M;230;4680;2900;2000
GoodFortune-41730.jpeg;[453.76492 114.95698 530.6051  222.81985];F;Keanu_Reeves;M;560;2550;1460;1650
GoodFortune-41730.jpeg;[173.56467   33.111496 252.18358  154.0472  ];M;Keanu_Reeves;M;560;2550;1460;1650
GoodFortune-42172.jpeg;[439.1196  111.08794 513.1433  211.27153];M;Keanu_Reeves;M;560;2750;1460;1850
GoodFortune-42172.jpeg;[190.9125   30.82606 263.72034 145.70729];M;Keanu_Reeves;M;560;2750;1460;1850
GoodFortune-4561.jpeg;[380.48254   33.805367 465.8326   140.21127 ];F;Aditya_Geddada;M;320;4620;1400;3540
GoodFortune-51055.jpeg;[296.97507   34.599754 376.83875  146.41264 ];M;Aziz_Ansari;M;560;3840;1460;2950
GoodFortune-51055.jpeg;[133.41618   80.235825 170.26337  135.789   ];M;Aziz_Ansari;M;560;3840;1460;2950
GoodFortune-51277.jpeg;[286.66745   28.232933 363.26196  129.5248  ];M;Aziz_Ansari;M;360;3740;1260;2850
GoodFortune-51277.jpeg;[539.3913  -78.32112 644.02     96.72137];M;Aziz_Ansari;M;360;3740;1260;2850
GoodFortune-51277.jpeg;[126.67572  85.00696 167.47556 143.59525];M;Aziz_Ansari;M;360;3740;1260;2850
GoodFortune-55921.jpeg;[252.19333   37.828842 358.4854   183.8763  ];M;Aziz_Ansari;M;680;3540;1750;2470
GoodFortune-59993.jpeg;[279.3603    44.730778 371.1096   187.33469 ];M;Keanu_Reeves;M;800;3780;1870;2700
GoodFortune-63699.jpeg;[228.27267  31.80722 306.72046 161.1769 ];M;Keanu_Reeves;M;560;3050;1460;2150
GoodFortune-95373.jpeg;[311.6152   63.41582 443.4855  241.54385];F;Blanca_Araceli;F;810;4590;2360;3040
Gravity-101993.jpeg;[521.9292   71.57759 646.30554 211.56882];M;Sandra_Bullock;F;920;6170;1990;5090
Gravity-103422.jpeg;[467.88065   56.218933 595.97955  202.91624 ];M;Sandra_Bullock;F;800;5690;1870;4620
Gravity-103672.jpeg;[480.43393   52.178635 598.4854   212.18587 ];M;Sandra_Bullock;F;820;5830;2110;4540
Gravity-104295.jpeg;[555.2243  131.28539 659.91327 243.51196];M;Sandra_Bullock;F;1400;6410;2470;5330
Gravity-104545.jpeg;[572.7653   97.35673 676.74146 230.93394];M;Sandra_Bullock;F;1160;6530;2230;5450
Gravity-64705.jpeg;[492.7613   97.90676 626.7716  262.206  ];M;Sandra_Bullock;F;1160;6310;2700;4760
Gravity-71621.jpeg;[250.88463 103.65134 368.3796  254.05441];M;Sandra_Bullock;F;1400;3780;2470;2700
Gravity-82333.jpeg;[450.2359   81.62022 578.0527  261.26352];F;Sandra_Bullock;F;1100;5540;2390;4250
Gravity-96304.jpeg;[401.88318  76.94157 460.36426 153.94984];M;George_Clooney;M;800;4530;1420;3910
Gravity-96304.jpeg;[298.87924 140.7447  354.2862  209.22282];F;George_Clooney;M;800;4530;1420;3910
Gravity-98304.jpeg;[215.2827    86.222946 303.50845  197.33394 ];F;Sandra_Bullock;F;960;3250;1860;2350
Gravity-98304.jpeg;[539.0841   75.60103 636.1828  216.24112];M;Sandra_Bullock;F;960;3250;1860;2350
Gravity-98804.jpeg;[206.71385 146.43248 329.28775 300.0419 ];F;Sandra_Bullock;F;1680;3250;2970;1960
Gravity-98804.jpeg;[686.65314    7.018998 837.0932   209.1452  ];M;Sandra_Bullock;F;1680;3250;2970;1960
Her-102154.jpeg;[302.74066   26.435755 492.25427  272.0303  ];M;Joaquin_Phoenix;M;430;4890;2660;2660
Her-10470.jpeg;[212.2623    26.429325 415.01196  299.32678 ];F;Joaquin_Phoenix;M;680;4390;2910;2160
Her-105135.jpeg;[182.88356   30.668558 373.82938  286.30698 ];M;Joaquin_Phoenix;M;430;4140;2660;1910
Her-126453.jpeg;[305.06454  63.1843  360.08594 141.72786];M;Joaquin_Phoenix;M;730;3490;1350;2870
Her-127203.jpeg;[304.46625   54.754272 443.23392  236.03925 ];M;Joaquin_Phoenix;M;810;4250;2360;2700
Her-127703.jpeg;[253.21616    -1.5242969 507.48672   336.2963   ];M;Joaquin_Phoenix;M;520;4980;3200;2300
Her-128508.jpeg;[261.48398  -32.493073 526.5912   306.48483 ];M;Joaquin_Phoenix;M;0;5260;3130;2050
Her-128758.jpeg;[262.3725   -51.127598 530.74884  309.20728 ];M;Joaquin_Phoenix;M;0;5260;3130;2050
Her-129008.jpeg;[256.24588 -49.53519 521.74207 304.10065];M;Joaquin_Phoenix;M;0;5260;3130;2050
Her-129258.jpeg;[263.46362  -50.673653 523.46387  300.626   ];M;Joaquin_Phoenix;M;0;5260;3130;2050
Her-129508.jpeg;[250.89085 -46.03952 508.95377 297.42627];M;Joaquin_Phoenix;M;0;4680;2600;2000
Her-130180.jpeg;[181.53654   26.024096 353.41812  236.04216 ];M;Joaquin_Phoenix;M;360;3450;2220;1590
Her-137324.jpeg;[196.8222    29.742952 378.1881   277.08292 ];M;Joaquin_Phoenix;M;430;4140;2660;1910
Her-152111.jpeg;[242.09315    6.964203 421.8489   270.35773 ];M;Joaquin_Phoenix;M;770;4280;2630;2420
Her-164835.jpeg;[137.70201   37.006966 267.31744  221.57747 ];M;Joaquin_Phoenix;M;640;2870;2190;1320
Her-164973.jpeg;[159.18385   54.887894 287.77426  233.03497 ];M;Joaquin_Phoenix;M;810;3220;2360;1670
Her-165073.jpeg;[375.81683   62.791965 505.6796   247.05183 ];F;Amy_Adams;F;810;4940;2360;3390
Her-165150.jpeg;[138.52603  49.51602 268.322   224.98651];M;Joaquin_Phoenix;M;820;2820;2110;1530
Her-167860.jpeg;[230.27744  54.44672 339.8029  209.60367];M;Joaquin_Phoenix;M;820;3540;2110;2250
Her-36233.jpeg;[215.50362  74.13535 288.14456 167.04558];M;Rooney_Mara;F;1660;3840;2550;2950
Her-36233.jpeg;[314.0742  152.17693 402.72327 260.1806 ];F;Rooney_Mara;F;1660;3840;2550;2950
Her-46762.jpeg;[421.0357    64.580864 488.68088  161.68105 ];F;Olivia_Wilde;F;880;4860;1630;4110
Her-47926.jpeg;[352.76746   44.130836 491.0537   224.53589 ];F;Olivia_Wilde;F;640;4760;2190;3220
Her-49298.jpeg;[372.7837   48.60968 514.6608  244.42027];F;Olivia_Wilde;F;810;5110;2360;3560
Her-54455.jpeg;[303.06552  48.78442 464.002   298.26984];F;Olivia_Wilde;F;980;4690;2840;2830
Her-5713.jpeg;[276.34906   42.207848 448.44547  286.5559  ];M;Joaquin_Phoenix;M;980;4280;2840;2420
Her-5713.jpeg;[458.29367  38.09088 771.2291  440.57013];F;Joaquin_Phoenix;M;980;4280;2840;2420
Her-71023.jpeg;[198.7601    16.289112 374.26492  256.5072  ];M;Joaquin_Phoenix;M;430;4140;2660;1910
Her-71433.jpeg;[181.60736   18.401379 344.8071   238.18257 ];F;Rooney_Mara;F;360;3860;2220;2010
Her-71613.jpeg;[324.99356   49.548283 439.34973  200.5911  ];F;Rooney_Mara;F;670;4540;1960;3250
Her-71613.jpeg;[129.31503  43.27107 272.62054 269.44073];M;Rooney_Mara;F;670;4540;1960;3250
Her-71921.jpeg;[171.46622    -7.2839994 367.63052   250.21945  ];M;Joaquin_Phoenix;M;190;4140;2420;1910
Her-72056.jpeg;[277.8222   26.49767 387.32086 170.6956 ];M;Joaquin_Phoenix;M;390;4110;1680;2820
Her-73060.jpeg;[185.17601   21.979479 353.84283  248.72357 ];M;Joaquin_Phoenix;M;570;3860;2420;2010
Her-76450.jpeg;[303.8053    70.042854 440.84497  263.3082  ];F;Amy_Adams;F;1160;4420;2700;2870
Her-76760.jpeg;[354.21683   41.234226 473.1794   205.82837 ];F;Amy_Adams;F;670;4680;1960;3390
Her-77148.jpeg;[149.27602   56.718407 278.64227  231.69063 ];M;Joaquin_Phoenix;M;960;2820;2250;1530
Her-77323.jpeg;[157.2887    48.842667 280.42322  215.99431 ];M;Joaquin_Phoenix;M;640;3040;2190;1500
Her-93398.jpeg;[372.90445  84.72456 519.53546 270.46277];F;Rooney_Mara;F;1180;5310;3040;3450
KnivesOut-102953.jpeg;[168.57413   39.135757 270.7166   179.72244 ];M;Daniel_Craig;M;680;2700;1750;1630
KnivesOut-102953.jpeg;[479.07352 163.11313 516.5637  214.84782];F;Daniel_Craig;M;680;2700;1750;1630
KnivesOut-14690.jpeg;[212.51004  88.84303 272.37866 168.71979];M;Lakeith_Stanfield;M;1010;2800;1630;2180
KnivesOut-14690.jpeg;[512.719     42.206924 535.72577   73.514755];M;Lakeith_Stanfield;M;1010;2800;1630;2180
KnivesOut-14690.jpeg;[353.28403 145.64615 367.58298 164.79546];M;Lakeith_Stanfield;M;1010;2800;1630;2180
KnivesOut-158386.jpeg;[198.35574   56.993942 292.68365  188.45013 ];M;Lakeith_Stanfield;M;530;2960;1820;1670
KnivesOut-16000.jpeg;[198.67787   53.127342 316.7266   210.52576 ];M;Lakeith_Stanfield;M;820;3250;2110;1960
KnivesOut-16000.jpeg;[431.80356  124.917404 459.25568  158.32047 ];M;Lakeith_Stanfield;M;820;3250;2110;1960
KnivesOut-164756.jpeg;[291.4417   18.49115 490.39465 276.49774];M;Daniel_Craig;M;430;4890;2660;2660
KnivesOut-169564.jpeg;[269.4086    53.373463 353.81146  176.51399 ];M;Lakeith_Stanfield;M;860;3640;1760;2750
KnivesOut-18206.jpeg;[215.54521  68.4058  338.0599  230.90105];M;Lakeith_Stanfield;M;960;3390;2250;2100
KnivesOut-21200.jpeg;[217.27316  42.59473 294.07733 147.14958];M;Daniel_Craig;M;560;3050;1460;2150
KnivesOut-21702.jpeg;[232.60506   45.383163 319.18384  162.21877 ];M;Daniel_Craig;M;660;3250;1560;2350
KnivesOut-30261.jpeg;[191.82388  15.8311  397.29626 307.96063];M;Daniel_Craig;M;680;4140;2910;1910
KnivesOut-31796.jpeg;[201.26657   61.677017 362.0656   293.33536 ];M;Daniel_Craig;M;980;3860;2840;2010
KnivesOut-37166.jpeg;[229.7969      3.4488068 484.82568   303.19525  ];M;Daniel_Craig;M;230;4680;2900;2000
KnivesOut-46307.jpeg;[245.08284  64.61819 362.02893 233.30206];M;Lakeith_Stanfield;M;960;3820;2250;2530
KnivesOut-65281.jpeg;[291.41898   32.694115 367.02945  141.07927 ];M;Daniel_Craig;M;460;3640;1360;2750
KnivesOut-65601.jpeg;[294.2811    38.766808 398.56268  188.55232 ];M;Daniel_Craig;M;530;3970;1820;2680
KnivesOut-66371.jpeg;[295.29108   29.497444 451.5489   253.05046 ];M;Daniel_Craig;M;570;4480;2420;2620
KnivesOut-66580.jpeg;[302.43265   33.077484 455.44046  251.1709  ];M;Daniel_Craig;M;810;4420;2360;2870
KnivesOut-6807.jpeg;[250.85742  33.984   445.0339  301.734  ];F;Ana_de_Armas;F;680;4890;2910;2660
KnivesOut-88773.jpeg;[230.95164   34.095818 361.6365   212.44376 ];M;Daniel_Craig;M;640;3730;2190;2180
KnivesOut-9089.jpeg;[220.19122   56.825455 329.7062   216.56729 ];M;Lakeith_Stanfield;M;960;3390;2250;2100
KnivesOut-9089.jpeg;[457.26926 123.01596 484.09668 155.31685];M;Lakeith_Stanfield;M;960;3390;2250;2100
KnivesOut-94537.jpeg;[251.66704 138.51808 301.2213  201.09682];F;Daniel_Craig;M;440;4620;1520;3540
KnivesOut-94537.jpeg;[376.13785   37.482857 458.4966   148.61458 ];M;Daniel_Craig;M;440;4620;1520;3540
KnivesOut-94537.jpeg;[159.76074 151.87833 180.77519 181.18956];M;Daniel_Craig;M;440;4620;1520;3540
KnivesOut-94537.jpeg;[118.3645   99.78864 136.54608 124.80242];M;Daniel_Craig;M;440;4620;1520;3540
MoonriseKingdom-104001.jpeg;[719.93805 166.57777 767.89185 229.2032 ];M;Kara_Hayward;F;2130;3530;2870;2780
MoonriseKingdom-104001.jpeg;[282.81934 205.35211 352.68655 283.06308];F;Kara_Hayward;F;2130;3530;2870;2780
MoonriseKingdom-104001.jpeg;[140.13393 274.7624  167.3106  306.24515];F;Kara_Hayward;F;2130;3530;2870;2780
MoonriseKingdom-104001.jpeg;[204.15138 224.65656 235.94301 263.35782];M;Kara_Hayward;F;2130;3530;2870;2780
