frame_name;position;guessed_gender;actor;gender;top;right;bottom;left;position_list;pos0
DeadpoolWolverine-69173.jpeg;[601.4731   109.241516 672.4173   204.00706 ];M;Emma_Corrin;F;810;4250;2360;2700;[601.4731, 109.241516, 672.4173, 204.00706];601.4731
DeadpoolWolverine-70188.jpeg;[484.6038   88.39062 563.3568  194.43384];M;Emma_Corrin;F;1130;5600;1880;4860;[484.6038, 88.39062, 563.3568, 194.43384];484.6038
DeadpoolWolverine-70958.jpeg;[271.02216  70.24498 386.45663 225.81601];M;Hugh_Jackman;M;1100;3970;2390;2680;[271.02216, 70.24498, 386.45663, 225.81601];271.02216
DeadpoolWolverine-73814.jpeg;[347.1435    24.207253 516.55646  260.51755 ];F;Emma_Corrin;F;680;5380;2910;3150;[347.1435, 24.207253, 516.55646, 260.51755];347.1435
DeadpoolWolverine-74817.jpeg;[488.64978   42.229275 621.59625  227.43443 ];F;Emma_Corrin;F;960;6120;2250;4830;[488.64978, 42.229275, 621.59625, 227.43443];488.64978
DeadpoolWolverine-86181.jpeg;[316.88196  43.61679 438.4594  232.39993];M;Ryan_Reynolds;M;820;4540;2110;3250;[316.88196, 43.61679, 438.4594, 232.39993];316.88196
DeadpoolWolverine-88676.jpeg;[415.38348  68.06982 538.3446  236.39555];M;Hugh_Jackman;M;960;5540;2250;4250;[415.38348, 68.06982, 538.3446, 236.39555];415.38348
DeadpoolWolverine-89148.jpeg;[269.8536   59.59231 416.1877  259.33698];M;Hugh_Jackman;M;810;4420;2360;2870;[269.8536, 59.59231, 416.1877, 259.33698];269.8536
DeadpoolWolverine-89526.jpeg;[419.57153 -23.48807 647.60126 291.55756];M;Hugh_Jackman;M;230;6760;2900;4090;[419.57153, -23.48807, 647.60126, 291.55756];419.57153
DeadpoolWolverine-90424.jpeg;[433.96976  -23.065426 656.33453  280.58624 ];M;Hugh_Jackman;M;230;6760;2900;4090;[433.96976, -23.065426, 656.33453, 280.58624];433.96976
DeadpoolWolverine-90936.jpeg;[415.42062 -69.68584 652.32385 268.28638];M;Hugh_Jackman;M;0;6460;2600;3790;[415.42062, -69.68584, 652.32385, 268.28638];415.42062
DeadpoolWolverine-91457.jpeg;[420.6681  -53.18368 652.39417 272.38702];M;Hugh_Jackman;M;0;6760;2600;4090;[420.6681, -53.18368, 652.39417, 272.38702];420.6681
DontLookUp-103234.jpeg;[506.86813   66.485985 673.5001   284.8958  ];M;Rob_Morgan;M;770;6550;2630;4690;[506.86813, 66.485985, 673.5001, 284.8958];506.86813
DontLookUp-105954.jpeg;[432.24603     4.0357785 690.3727    359.11423  ];F;Meryl_Streep;F;630;7050;3840;3840;[432.24603, 4.0357785, 690.3727, 359.11423];432.24603
DontLookUp-107374.jpeg;[618.8047   96.9464  714.8511  215.55585];M;Leonardo_DiCaprio;M;1040;7000;2110;5930;[618.8047, 96.9464, 714.8511, 215.55585];618.8047
DontLookUp-121779.jpeg;[323.31238  85.97203 528.4115  357.8698 ];F;Meryl_Streep;F;1180;5130;3410;2910;[323.31238, 85.97203, 528.4115, 357.8698];323.31238
DontLookUp-122417.jpeg;[361.32782  -40.996246 562.22565  242.53279 ];F;Meryl_Streep;F;190;5630;2420;3400;[361.32782, -40.996246, 562.22565, 242.53279];361.32782
DontLookUp-129435.jpeg;[605.4253    45.284492 698.4828   170.7876  ];F;Cate_Blanchett;F;680;7000;1750;5930;[605.4253, 45.284492, 698.4828, 170.7876];605.4253
DontLookUp-130696.jpeg;[357.879     15.312888 563.4295   279.83832 ];M;Leonardo_DiCaprio;M;430;5380;2660;3150;[357.879, 15.312888, 563.4295, 279.83832];357.879
DontLookUp-133793.jpeg;[ 257.6923  -137.36073  779.61676  466.20386];M;Leonardo_DiCaprio;M;400;7590;4280;2970;[257.6923, -137.36073, 779.61676, 466.20386];257.6923
DontLookUp-153834.jpeg;[337.87515  -52.441616 572.3319   289.39432 ];M;Rob_Morgan;M;190;5880;2420;3650;[337.87515, -52.441616, 572.3319, 289.39432];337.87515
DontLookUp-168076.jpeg;[638.1284   64.16534 821.48456 300.3631 ];F;Meryl_Streep;F;1180;7990;3040;6130;[638.1284, 64.16534, 821.48456, 300.3631];638.1284
DontLookUp-26738.jpeg;[703.9787   45.91249 769.50244 141.19691];F;Meryl_Streep;F;630;7680;1380;6930;[703.9787, 45.91249, 769.50244, 141.19691];703.9787
DontLookUp-28831.jpeg;[378.87973   42.459946 563.45703  263.20422 ];M;Leonardo_DiCaprio;M;980;5720;2840;3860;[378.87973, 42.459946, 563.45703, 263.20422];378.87973
DontLookUp-28935.jpeg;[584.36365  59.43277 653.0524  157.13507];F;Meryl_Streep;F;800;6520;1550;5770;[584.36365, 59.43277, 653.0524, 157.13507];584.36365
DontLookUp-29895.jpeg;[659.1679   56.60977 720.4315  146.1676 ];F;Meryl_Streep;F;720;7180;1460;6430;[659.1679, 56.60977, 720.4315, 146.1676];659.1679
DontLookUp-31058.jpeg;[579.39056    4.254058 681.85474  151.51942 ];F;Meryl_Streep;F;240;6830;1530;5540;[579.39056, 4.254058, 681.85474, 151.51942];579.39056
DontLookUp-31385.jpeg;[600.3441   45.34179 661.70703 132.65573];F;Meryl_Streep;F;630;6600;1380;5850;[600.3441, 45.34179, 661.70703, 132.65573];600.3441
DontLookUp-33587.jpeg;[797.81525 141.6826  882.75934 277.08926];M;Meryl_Streep;F;1160;4840;2060;3940;[797.81525, 141.6826, 882.75934, 277.08926];797.81525
DontLookUp-40953.jpeg;[502.54233   30.396925 651.43335  218.25346 ];M;Leonardo_DiCaprio;M;470;6310;2020;4760;[502.54233, 30.396925, 651.43335, 218.25346];502.54233
DontLookUp-41183.jpeg;[432.39365  68.97977 591.43164 267.9943 ];M;Leonardo_DiCaprio;M;1160;5970;2700;4420;[432.39365, 68.97977, 591.43164, 267.9943];432.39365
DontLookUp-53651.jpeg;[732.27625   45.683292 819.3292   163.59874 ];F;Leonardo_DiCaprio;M;560;3300;1630;2230;[732.27625, 45.683292, 819.3292, 163.59874];732.27625
DontLookUp-54560.jpeg;[467.95972  66.55764 550.72925 180.91135];M;Rob_Morgan;M;860;5440;1760;4540;[467.95972, 66.55764, 550.72925, 180.91135];467.95972
DontLookUp-55492.jpeg;[568.01904   61.302586 642.1036   156.64664 ];M;Rob_Morgan;M;660;6430;1560;5540;[568.01904, 61.302586, 642.1036, 156.64664];568.01904
DontLookUp-61890.jpeg;[786.4755  161.6287  812.4914  190.75272];M;Leonardo_DiCaprio;M;800;7000;1870;5930;[786.4755, 161.6287, 812.4914, 190.75272];786.4755
DontLookUp-62696.jpeg;[493.6561    28.423546 627.7004   195.35432 ];M;Leonardo_DiCaprio;M;470;6480;2020;4940;[493.6561, 28.423546, 627.7004, 195.35432];493.6561
DontLookUp-63364.jpeg;[626.0615  118.61365 737.0209  248.11473];M;Leonardo_DiCaprio;M;1400;7360;2470;6290;[626.0615, 118.61365, 737.0209, 248.11473];626.0615
DontLookUp-71875.jpeg;[486.49103   41.240734 637.91644  255.20361 ];F;Meryl_Streep;F;980;6310;2530;4760;[486.49103, 41.240734, 637.91644, 255.20361];486.49103
DontLookUp-77642.jpeg;[909.07446 100.70819 987.86694 225.3509 ];F;Meryl_Streep;F;960;4140;1860;3250;[909.07446, 100.70819, 987.86694, 225.3509];909.07446
DontLookUp-80326.jpeg;[414.15988      0.72113556 618.2796     258.7121    ];M;Leonardo_DiCaprio;M;570;5930;2420;4070;[414.15988, 0.72113556, 618.2796, 258.7121];414.15988
DontLookUp-88546.jpeg;[ 950.0444   131.98245 1036.5938   253.83803];M;Rob_Morgan;M;770;6130;2630;4280;[950.0444, 131.98245, 1036.5938, 253.83803];950.0444
DontLookUp-90423.jpeg;[526.3215  -17.76728 817.199   350.64117];M;Leonardo_DiCaprio;M;820;7950;3500;5270;[526.3215, -17.76728, 817.199, 350.64117];526.3215
DontLookUp-92783.jpeg;[659.1372   88.36748 731.14075 190.25487];F;Rob_Morgan;M;760;4340;1660;3440;[659.1372, 88.36748, 731.14075, 190.25487];659.1372
DontLookUp-94098.jpeg;[483.07806  103.556946 597.82886  242.4984  ];F;Rob_Morgan;M;680;2660;2910;430;[483.07806, 103.556946, 597.82886, 242.4984];483.07806
DontLookUp-95370.jpeg;[925.99347 125.93494 991.2599  255.21112];M;Rob_Morgan;M;860;4940;1760;4040;[925.99347, 125.93494, 991.2599, 255.21112];925.99347
F1-130945.jpeg;[297.129    73.25119 391.61545 203.09758];F;Kerry_Condon;F;820;3970;2110;2680;[297.129, 73.25119, 391.61545, 203.09758];297.129
F1-132366.jpeg;[521.1054  169.27805 576.67267 248.92996];M;Kerry_Condon;F;640;3900;2190;2360;[521.1054, 169.27805, 576.67267, 248.92996];521.1054
F1-133560.jpeg;[471.89804 129.44022 519.6883  192.43251];M;Kerry_Condon;F;860;3350;1760;2450;[471.89804, 129.44022, 519.6883, 192.43251];471.89804
F1-16558.jpeg;[524.7262   65.46193 692.7462  289.87057];M;Brad_Pitt;M;980;6960;2840;5100;[524.7262, 65.46193, 692.7462, 289.87057];524.7262
F1-36470.jpeg;[457.59674  57.95101 568.1224  212.52716];F;Kerry_Condon;F;820;5690;2110;4400;[457.59674, 57.95101, 568.1224, 212.52716];457.59674
FiftyShadesofGrey-109277.jpeg;[484.3417    42.723026 559.3458   142.22829 ];M;Jamie_Dornan;M;560;5630;1460;4740;[484.3417, 42.723026, 559.3458, 142.22829];484.3417
FiftyShadesofGrey-111782.jpeg;[536.7278  101.90753 618.0969  214.23126];F;Jamie_Dornan;M;680;2700;1750;1630;[536.7278, 101.90753, 618.0969, 214.23126];536.7278
FiftyShadesofGrey-114174.jpeg;[463.69528   36.395847 555.1846   169.25949 ];F;Dakota_Johnson;F;560;5340;1460;4440;[463.69528, 36.395847, 555.1846, 169.25949];463.69528
FiftyShadesofGrey-129104.jpeg;[383.9158  -69.99741 643.64386 259.4228 ];M;Jamie_Dornan;M;0;6460;2600;3790;[383.9158, -69.99741, 643.64386, 259.4228];383.9158
FiftyShadesofGrey-129842.jpeg;[341.96106    -6.9979515 598.00964   300.74994  ];M;Jamie_Dornan;M;230;5870;2900;3190;[341.96106, -6.9979515, 598.00964, 300.74994];341.96106
FiftyShadesofGrey-133899.jpeg;[376.0774    56.574226 482.66312  206.30809 ];F;Dakota_Johnson;F;670;4830;1960;3540;[376.0774, 56.574226, 482.66312, 206.30809];376.0774
FiftyShadesofGrey-134239.jpeg;[328.10257   41.254402 476.88474  242.70831 ];F;Dakota_Johnson;F;810;4760;2360;3220;[328.10257, 41.254402, 476.88474, 242.70831];328.10257
FiftyShadesofGrey-13739.jpeg;[242.49023  -23.640099 479.25824  301.35373 ];F;Dakota_Johnson;F;230;4980;2900;2300;[242.49023, -23.640099, 479.25824, 301.35373];242.49023
FiftyShadesofGrey-137949.jpeg;[213.8302   43.92764 351.7735  234.53668];M;Jamie_Dornan;M;810;3730;2360;2180;[213.8302, 43.92764, 351.7735, 234.53668];213.8302
FiftyShadesofGrey-138194.jpeg;[193.04102   42.372517 338.5231   236.41151 ];M;Jamie_Dornan;M;810;3560;2360;2010;[193.04102, 42.372517, 338.5231, 236.41151];193.04102
FiftyShadesofGrey-138489.jpeg;[192.60115     4.7515044 404.8221    288.07477  ];M;Jamie_Dornan;M;430;4140;2660;1910;[192.60115, 4.7515044, 404.8221, 288.07477];192.60115
FiftyShadesofGrey-139162.jpeg;[196.73769    -6.5248604 410.4811    275.91623  ];M;Jamie_Dornan;M;430;4390;2660;2160;[196.73769, -6.5248604, 410.4811, 275.91623];196.73769
FiftyShadesofGrey-145581.jpeg;[348.39133  58.4636  549.9446  311.48145];M;Jamie_Dornan;M;980;5310;2840;3450;[348.39133, 58.4636, 549.9446, 311.48145];348.39133
FiftyShadesofGrey-147128.jpeg;[407.20416  -48.344234 647.52057  261.77087 ];M;Jamie_Dornan;M;0;6460;2600;3790;[407.20416, -48.344234, 647.52057, 261.77087];407.20416
FiftyShadesofGrey-147393.jpeg;[391.85822  -15.930546 650.95715  300.2822  ];M;Jamie_Dornan;M;230;6460;2900;3790;[391.85822, -15.930546, 650.95715, 300.2822];391.85822
FiftyShadesofGrey-168064.jpeg;[420.3351   93.28255 540.14667 252.02441];M;Jamie_Dornan;M;1250;5400;2540;4110;[420.3351, 93.28255, 540.14667, 252.02441];420.3351
FiftyShadesofGrey-168414.jpeg;[438.83328 104.07428 560.237   267.51312];M;Jamie_Dornan;M;1390;5540;2680;4250;[438.83328, 104.07428, 560.237, 267.51312];438.83328
FiftyShadesofGrey-186462.jpeg;[439.52307  58.46007 561.09216 224.4944 ];F;Dakota_Johnson;F;960;5540;2250;4250;[439.52307, 58.46007, 561.09216, 224.4944];439.52307
FiftyShadesofGrey-190649.jpeg;[318.63196  68.38653 479.5955  258.6497 ];F;Dakota_Johnson;F;980;4940;2530;3390;[318.63196, 68.38653, 479.5955, 258.6497];318.63196
FiftyShadesofGrey-200869.jpeg;[464.64243  36.87084 659.9539  288.2097 ];M;Jamie_Dornan;M;430;6370;2660;4140;[464.64243, 36.87084, 659.9539, 288.2097];464.64243
FiftyShadesofGrey-201417.jpeg;[239.59038     1.9394984 445.33157   292.33347  ];F;Dakota_Johnson;F;770;4690;2630;2830;[239.59038, 1.9394984, 445.33157, 292.33347];239.59038
FiftyShadesofGrey-211981.jpeg;[306.70346   31.961779 473.96286  256.37308 ];F;Dakota_Johnson;F;770;4890;2630;3040;[306.70346, 31.961779, 473.96286, 256.37308];306.70346
FiftyShadesofGrey-233857.jpeg;[386.3458    36.145172 607.6898   283.44626 ];M;Jamie_Dornan;M;680;6130;2910;3900;[386.3458, 36.145172, 607.6898, 283.44626];386.3458
FiftyShadesofGrey-239260.jpeg;[473.54547   57.343407 583.43646  186.66441 ];F;Dakota_Johnson;F;670;5830;1960;4540;[473.54547, 57.343407, 583.43646, 186.66441];473.54547
FiftyShadesofGrey-26441.jpeg;[403.31747   31.082214 580.8517   258.76355 ];M;Jamie_Dornan;M;770;5720;2630;3860;[403.31747, 31.082214, 580.8517, 258.76355];403.31747
FiftyShadesofGrey-267721.jpeg;[787.58606 281.28174 834.6943  339.12497];M;Jamie_Dornan;M;730;5080;1350;4460;[787.58606, 281.28174, 834.6943, 339.12497];787.58606
FiftyShadesofGrey-273349.jpeg;[788.0606  -41.41969 910.998   178.22408];F;Dakota_Johnson;F;680;6170;1750;5090;[788.0606, -41.41969, 910.998, 178.22408];788.0606
FiftyShadesofGrey-273867.jpeg;[564.5855    -3.155329 725.58887  293.82578 ];M;Jamie_Dornan;M;1180;4480;3040;2620;[564.5855, -3.155329, 725.58887, 293.82578];564.5855
FiftyShadesofGrey-274580.jpeg;[564.8501   70.75887 661.28723 198.85416];F;Dakota_Johnson;F;800;6410;1870;5330;[564.8501, 70.75887, 661.28723, 198.85416];564.8501
FiftyShadesofGrey-29507.jpeg;[392.9539     9.915449 608.8727   283.07956 ];M;Jamie_Dornan;M;680;5880;2910;3650;[392.9539, 9.915449, 608.8727, 283.07956];392.9539
FiftyShadesofGrey-31309.jpeg;[374.1616      1.2388011 598.7546    297.14142  ];M;Jamie_Dornan;M;680;5880;2910;3650;[374.1616, 1.2388011, 598.7546, 297.14142];374.1616
FiftyShadesofGrey-328474.jpeg;[572.72723  87.64764 691.4655  243.60275];F;Dakota_Johnson;F;1100;6830;2390;5540;[572.72723, 87.64764, 691.4655, 243.60275];572.72723
FiftyShadesofGrey-33363.jpeg;[378.48196   31.123598 582.0916   298.9125  ];M;Jamie_Dornan;M;680;5880;2910;3650;[378.48196, 31.123598, 582.0916, 298.9125];378.48196
FiftyShadesofGrey-353477.jpeg;[163.58966   53.035686 301.25436  242.33325 ];F;Dakota_Johnson;F;810;3040;2360;1500;[163.58966, 53.035686, 301.25436, 242.33325];163.58966
FiftyShadesofGrey-361062.jpeg;[527.6479   56.22316 648.0286  214.64929];F;Dakota_Johnson;F;820;6400;2110;5110;[527.6479, 56.22316, 648.0286, 214.64929];527.6479
FiftyShadesofGrey-361940.jpeg;[505.008     66.124535 622.7463   220.95915 ];F;Dakota_Johnson;F;960;6400;2250;5110;[505.008, 66.124535, 622.7463, 220.95915];505.008
FiftyShadesofGrey-362431.jpeg;[445.8714    52.725487 552.9258   197.94368 ];M;Jamie_Dornan;M;670;5540;1960;4250;[445.8714, 52.725487, 552.9258, 197.94368];445.8714
FiftyShadesofGrey-364400.jpeg;[481.2788   35.10346 598.3345  291.3022 ];M;Dakota_Johnson;F;570;4480;2420;2620;[481.2788, 35.10346, 598.3345, 291.3022];481.2788
FiftyShadesofGrey-365977.jpeg;[438.31076   31.336382 616.0992   266.43024 ];M;Jamie_Dornan;M;570;5930;2420;4070;[438.31076, 31.336382, 616.0992, 266.43024];438.31076
FiftyShadesofGrey-372093.jpeg;[644.6788    -6.208304 842.57263  197.28503 ];F;Jamie_Dornan;M;0;7990;1800;6130;[644.6788, -6.208304, 842.57263, 197.28503];644.6788
FiftyShadesofGrey-374232.jpeg;[492.79044 -29.11591 619.74713 244.60529];M;Dakota_Johnson;F;430;4890;2660;2660;[492.79044, -29.11591, 619.74713, 244.60529];492.79044
FiftyShadesofGrey-374713.jpeg;[353.18982   17.649197 560.1092   293.72583 ];F;Dakota_Johnson;F;430;6130;2660;3900;[353.18982, 17.649197, 560.1092, 293.72583];353.18982
FiftyShadesofGrey-379795.jpeg;[256.14468   21.391336 418.2184   228.91928 ];F;Dakota_Johnson;F;360;4280;2220;2420;[256.14468, 21.391336, 418.2184, 228.91928];256.14468
FiftyShadesofGrey-384414.jpeg;[368.69705  30.91741 528.45734 236.90617];F;Dakota_Johnson;F;570;5510;2420;3660;[368.69705, 30.91741, 528.45734, 236.90617];368.69705
FiftyShadesofGrey-427694.jpeg;[221.31972   26.888678 421.6761   272.81885 ];M;Jamie_Dornan;M;430;4640;2660;2410;[221.31972, 26.888678, 421.6761, 272.81885];221.31972
FiftyShadesofGrey-427944.jpeg;[202.99155   11.649776 407.44876  254.24173 ];M;Jamie_Dornan;M;190;4390;2420;2160;[202.99155, 11.649776, 407.44876, 254.24173];202.99155
FiftyShadesofGrey-428372.jpeg;[474.7397   87.8826  561.3604  200.52083];M;Jamie_Dornan;M;1060;5540;1960;4640;[474.7397, 87.8826, 561.3604, 200.52083];474.7397
FiftyShadesofGrey-428598.jpeg;[447.5588   47.14739 560.7037  196.96803];M;Jamie_Dornan;M;800;5450;1870;4380;[447.5588, 47.14739, 560.7037, 196.96803];447.5588
FiftyShadesofGrey-429303.jpeg;[384.46652   9.54932 608.29016 317.1752 ];M;Jamie_Dornan;M;520;6170;3200;3490;[384.46652, 9.54932, 608.29016, 317.1752];384.46652
FiftyShadesofGrey-435191.jpeg;[408.6198   -31.354641 614.3239   237.32999 ];M;Jamie_Dornan;M;0;5880;2170;3650;[408.6198, -31.354641, 614.3239, 237.32999];408.6198
FiftyShadesofGrey-48803.jpeg;[253.21223  74.72307 416.28134 272.68738];F;Dakota_Johnson;F;980;4280;2840;2420;[253.21223, 74.72307, 416.28134, 272.68738];253.21223
FiftyShadesofGrey-50603.jpeg;[227.58524   21.071953 405.9675   258.16418 ];M;Jamie_Dornan;M;570;4280;2420;2420;[227.58524, 21.071953, 405.9675, 258.16418];227.58524
FiftyShadesofGrey-51071.jpeg;[489.35123   37.280006 657.49896  262.2182  ];F;Dakota_Johnson;F;570;6550;2420;4690;[489.35123, 37.280006, 657.49896, 262.2182];489.35123
FiftyShadesofGrey-53521.jpeg;[258.54858   27.714628 438.74197  266.30737 ];M;Jamie_Dornan;M;430;4640;2660;2410;[258.54858, 27.714628, 438.74197, 266.30737];258.54858
FiftyShadesofGrey-54702.jpeg;[599.11926  45.20902 695.23334 171.59753];M;Jamie_Dornan;M;680;6890;1750;5810;[599.11926, 45.20902, 695.23334, 171.59753];599.11926
FiftyShadesofGrey-54977.jpeg;[598.98645   41.096664 696.3909   170.16864 ];M;Jamie_Dornan;M;660;6830;1560;5930;[598.98645, 41.096664, 696.3909, 170.16864];598.98645
FiftyShadesofGrey-55485.jpeg;[584.1678    52.892994 682.1745   181.12526 ];M;Jamie_Dornan;M;680;6770;1750;5690;[584.1678, 52.892994, 682.1745, 181.12526];584.1678
FiftyShadesofGrey-56974.jpeg;[430.10675 -20.02033 666.5283  285.03265];M;Jamie_Dornan;M;430;6370;2660;4140;[430.10675, -20.02033, 666.5283, 285.03265];430.10675
FiftyShadesofGrey-59137.jpeg;[257.5077   65.84427 399.73505 241.06259];M;Jamie_Dornan;M;810;4250;2360;2700;[257.5077, 65.84427, 399.73505, 241.06259];257.5077
FiftyShadesofGrey-65338.jpeg;[221.73553   28.734135 395.99185  252.18767 ];M;Jamie_Dornan;M;430;4390;2660;2160;[221.73553, 28.734135, 395.99185, 252.18767];221.73553
FiftyShadesofGrey-70220.jpeg;[387.23785   19.063871 597.88776  295.85098 ];M;Jamie_Dornan;M;430;5630;2660;3400;[387.23785, 19.063871, 597.88776, 295.85098];387.23785
FiftyShadesofGrey-70561.jpeg;[366.77103  -32.714375 620.2222   315.14502 ];M;Jamie_Dornan;M;230;5870;2900;3190;[366.77103, -32.714375, 620.2222, 315.14502];366.77103
FrancesHa-100238.jpeg;[599.9194  128.998   614.566   149.75528];M;Greta_Gerwig;F;560;4970;1630;3900;[599.9194, 128.998, 614.566, 149.75528];599.9194
FrancesHa-100402.jpeg;[555.07153 137.40044 569.7605  155.67038];F;Greta_Gerwig;F;560;4540;1460;3640;[555.07153, 137.40044, 569.7605, 155.67038];555.07153
FrancesHa-100573.jpeg;[550.636   137.13263 564.09357 156.23529];F;Greta_Gerwig;F;560;4850;1630;3780;[550.636, 137.13263, 564.09357, 156.23529];550.636
FrancesHa-100642.jpeg;[539.28937 136.6883  553.6747  156.27502];F;Greta_Gerwig;F;660;4940;1560;4040;[539.28937, 136.6883, 553.6747, 156.27502];539.28937
FrancesHa-100784.jpeg;[555.1392  137.89845 568.3535  156.42697];F;Greta_Gerwig;F;660;4740;1560;3840;[555.1392, 137.89845, 568.3535, 156.42697];555.1392
FrancesHa-103820.jpeg;[427.62997 143.37852 466.90128 198.96037];F;Mickey_Sumner;F;1560;4670;1990;4240;[427.62997, 143.37852, 466.90128, 198.96037];427.62997
FrancesHa-11020.jpeg;[355.74405   47.575268 415.41803  129.61719 ];F;Greta_Gerwig;F;590;4250;1220;3630;[355.74405, 47.575268, 415.41803, 129.61719];355.74405
FrancesHa-112144.jpeg;[293.43076   61.765255 354.2991   137.46944 ];M;Greta_Gerwig;F;720;3610;1460;2870;[293.43076, 61.765255, 354.2991, 137.46944];293.43076
FrancesHa-113590.jpeg;[570.04565 145.56726 685.83435 294.93796];F;Michael_Zegen;M;860;3350;1760;2450;[570.04565, 145.56726, 685.83435, 294.93796];570.04565
FrancesHa-113766.jpeg;[434.0215    62.204567 499.8133   153.8576  ];M;Patrick_Heusinger;M;550;2780;1300;2040;[434.0215, 62.204567, 499.8133, 153.8576];434.0215
FrancesHa-117064.jpeg;[196.43951   51.549232 330.86414  229.99155 ];F;Greta_Gerwig;F;810;3390;2360;1840;[196.43951, 51.549232, 330.86414, 229.99155];196.43951
FrancesHa-117128.jpeg;[394.55777  53.66282 510.67215 210.27203];M;Mickey_Sumner;F;820;5110;2110;3820;[394.55777, 53.66282, 510.67215, 210.27203];394.55777
FrancesHa-13132.jpeg;[346.81796   53.898766 409.57474  135.69832 ];M;Greta_Gerwig;F;630;4190;1380;3450;[346.81796, 53.898766, 409.57474, 135.69832];346.81796
FrancesHa-14632.jpeg;[327.9621   54.88236 389.5362  143.552  ];M;Mickey_Sumner;F;860;3050;1760;2150;[327.9621, 54.88236, 389.5362, 143.552];327.9621
FrancesHa-19471.jpeg;[404.58835   61.693657 440.04953  101.870255];M;Greta_Gerwig;F;340;3370;700;3010;[404.58835, 61.693657, 440.04953, 101.870255];404.58835
FrancesHa-20549.jpeg;[350.19714   55.782406 417.25757  160.63281 ];M;Mickey_Sumner;F;630;2870;1380;2120;[350.19714, 55.782406, 417.25757, 160.63281];350.19714
FrancesHa-21325.jpeg;[440.13104   54.012665 538.1545   189.98457 ];M;Greta_Gerwig;F;680;5330;1750;4260;[440.13104, 54.012665, 538.1545, 189.98457];440.13104
FrancesHa-21825.jpeg;[429.2421    77.543236 528.10583  216.11894 ];M;Greta_Gerwig;F;1040;5330;2110;4260;[429.2421, 77.543236, 528.10583, 216.11894];429.2421
FrancesHa-24623.jpeg;[316.8072   74.38348 443.08313 250.4877 ];M;Greta_Gerwig;F;960;4250;2250;2960;[316.8072, 74.38348, 443.08313, 250.4877];316.8072
FrancesHa-24718.jpeg;[322.89108 106.39379 451.51523 289.7332 ];M;Greta_Gerwig;F;1160;4420;2700;2870;[322.89108, 106.39379, 451.51523, 289.7332];322.89108
FrancesHa-24859.jpeg;[305.23395 120.21104 439.0775  296.98303];M;Greta_Gerwig;F;1330;4250;2880;2700;[305.23395, 120.21104, 439.0775, 296.98303];305.23395
FrancesHa-25216.jpeg;[228.25989   75.964165 344.20322  259.97916 ];F;Adam_Driver;M;980;3900;2530;2360;[228.25989, 75.964165, 344.20322, 259.97916];228.25989
FrancesHa-25258.jpeg;[363.12958  65.19357 480.11    232.2973 ];F;Greta_Gerwig;F;820;4680;2110;3390;[363.12958, 65.19357, 480.11, 232.2973];363.12958
FrancesHa-30085.jpeg;[330.50287   49.361588 376.8503   111.3343  ];M;Adam_Driver;M;550;3770;1070;3250;[330.50287, 49.361588, 376.8503, 111.3343];330.50287
FrancesHa-30514.jpeg;[216.51299   61.543526 273.492    139.7037  ];M;Greta_Gerwig;F;730;2800;1350;2180;[216.51299, 61.543526, 273.492, 139.7037];216.51299
FrancesHa-30705.jpeg;[486.543     98.690414 537.6991   168.56519 ];M;Michael_Zegen;M;1080;1900;1700;1280;[486.543, 98.690414, 537.6991, 168.56519];486.543
FrancesHa-35332.jpeg;[489.39246  69.99701 557.4148  162.00702];F;Michael_Zegen;M;1010;1760;1630;1140;[489.39246, 69.99701, 557.4148, 162.00702];489.39246
FrancesHa-35556.jpeg;[451.25888  77.53687 520.85657 169.37346];F;Michael_Zegen;M;870;1700;1490;1070;[451.25888, 77.53687, 520.85657, 169.37346];451.25888
FrancesHa-35683.jpeg;[449.11594  64.93959 519.01654 156.38736];F;Greta_Gerwig;F;720;5110;1460;4360;[449.11594, 64.93959, 519.01654, 156.38736];449.11594
FrancesHa-35796.jpeg;[446.31262  74.16461 518.9677  170.20244];F;Michael_Zegen;M;870;1900;1490;1280;[446.31262, 74.16461, 518.9677, 170.20244];446.31262
FrancesHa-35887.jpeg;[453.92465  50.1152  519.9518  139.2354 ];F;Michael_Zegen;M;800;1630;1420;1000;[453.92465, 50.1152, 519.9518, 139.2354];453.92465
FrancesHa-36017.jpeg;[461.40253   51.956936 520.5478   137.14761 ];F;Adam_Driver;M;360;1260;1260;360;[461.40253, 51.956936, 520.5478, 137.14761];461.40253
FrancesHa-36047.jpeg;[438.56204  67.62244 508.64316 163.19868];F;Michael_Zegen;M;1010;1630;1630;1000;[438.56204, 67.62244, 508.64316, 163.19868];438.56204
FrancesHa-36211.jpeg;[443.68054  79.82199 511.80493 175.03897];F;Michael_Zegen;M;800;1700;1420;1070;[443.68054, 79.82199, 511.80493, 175.03897];443.68054
FrancesHa-36332.jpeg;[439.17853  96.22644 508.95734 183.61234];M;Michael_Zegen;M;1080;1900;1700;1280;[439.17853, 96.22644, 508.95734, 183.61234];439.17853
FrancesHa-36450.jpeg;[435.39282  75.36148 504.4261  172.4639 ];F;Greta_Gerwig;F;880;4940;1630;4190;[435.39282, 75.36148, 504.4261, 172.4639];435.39282
FrancesHa-36598.jpeg;[438.7155   70.80171 501.79477 163.92053];M;Michael_Zegen;M;940;1760;1560;1140;[438.7155, 70.80171, 501.79477, 163.92053];438.7155
