frame_name;guessed_gender;gender;actor_name;position;top;right;bottom;left
DerMannderSherlockHolmeswar-42728.jpeg;M;M;Hans_Albers;[214.8037    72.381454 278.0573   145.29172 ];63.0;395.0;138.0;320.0
DerMannderSherlockHolmeswar-42728.jpeg;F;M;Hans_Albers;[146.42651 107.25025 192.48224 192.39494];63.0;395.0;138.0;320.0
DerMannderSherlockHolmeswar-51411.jpeg;M;M;Hans_Albers;[ -6.827797  67.44182  101.10344  207.40823 ];176.0;424.0;265.0;335.0
DerMannderSherlockHolmeswar-51411.jpeg;M;M;Hans_Albers;[350.9827  163.48334 433.47183 269.73022];176.0;424.0;265.0;335.0
DerMannderSherlockHolmeswar-51411.jpeg;M;M;Hans_Albers;[523.112   155.76201 653.1569  330.73068];176.0;424.0;265.0;335.0
DerMannderSherlockHolmeswar-51661.jpeg;M;M;Hans_Albers;[ 35.942837  74.78911  152.72612  207.6542  ];175.0;402.0;283.0;294.0
DerMannderSherlockHolmeswar-51661.jpeg;M;M;Hans_Albers;[311.64798 168.70192 409.42224 283.5028 ];175.0;402.0;283.0;294.0
DerMannderSherlockHolmeswar-51661.jpeg;M;M;Hans_Albers;[475.96408 137.93097 559.96014 299.44205];175.0;402.0;283.0;294.0
DerMannderSherlockHolmeswar-52389.jpeg;M;M;Hans_Albers;[109.908104 119.05215  238.76947  268.50305 ];116.0;270.0;270.0;115.0
DerMannderSherlockHolmeswar-52389.jpeg;M;M;Hans_Albers;[278.9461  107.29292 393.07355 279.6503 ];116.0;270.0;270.0;115.0
DerMannderSherlockHolmeswar-52453.jpeg;M;M;Hans_Albers;[110.47549 119.54072 241.68175 268.2634 ];116.0;270.0;270.0;115.0
DerMannderSherlockHolmeswar-52453.jpeg;F;M;Hans_Albers;[286.12952 111.36649 396.997   287.01804];116.0;270.0;270.0;115.0
DerMannderSherlockHolmeswar-52710.jpeg;M;M;Hans_Albers;[112.02106 113.34844 242.68451 260.7637 ];98.0;270.0;253.0;115.0
DerMannderSherlockHolmeswar-52710.jpeg;M;M;Hans_Albers;[294.92038 100.23897 407.19626 277.61572];98.0;270.0;253.0;115.0
DerMannderSherlockHolmeswar-52824.jpeg;M;M;Hans_Albers;[116.98428 115.46965 240.46658 260.22406];125.0;268.0;254.0;139.0
DerMannderSherlockHolmeswar-52824.jpeg;M;M;Hans_Albers;[287.468   102.10224 398.31894 269.18582];125.0;268.0;254.0;139.0
DerMannderSherlockHolmeswar-52931.jpeg;F;M;Hans_Albers;[273.286   103.3308  386.04218 281.44836];98.0;270.0;253.0;115.0
DerMannderSherlockHolmeswar-52931.jpeg;M;M;Hans_Albers;[104.54661 108.81188 231.90565 257.7847 ];98.0;270.0;253.0;115.0
DerMannderSherlockHolmeswar-54119.jpeg;M;M;Hans_Albers;[205.39792  81.25708 244.90244 130.58395];46.0;381.0;89.0;338.0
DerMannderSherlockHolmeswar-54119.jpeg;M;M;Hans_Albers;[345.3796    33.05858  385.62094   88.258415];46.0;381.0;89.0;338.0
DerMannderSherlockHolmeswar-54657.jpeg;M;M;Hans_Albers;[379.48682   26.951057 469.57404  153.05475 ];44.0;462.0;152.0;354.0
DerMannderSherlockHolmeswar-54657.jpeg;M;M;Hans_Albers;[140.80807 108.1905  221.50348 226.5395 ];44.0;462.0;152.0;354.0
DerMannderSherlockHolmeswar-54829.jpeg;M;M;Hans_Albers;[556.0038   38.29565 620.48846 120.32442];59.0;605.0;122.0;543.0
DerMannderSherlockHolmeswar-54829.jpeg;M;M;Hans_Albers;[178.1387  131.18907 231.12236 203.39793];59.0;605.0;122.0;543.0
DerMannderSherlockHolmeswar-54829.jpeg;M;M;Hans_Albers;[365.9333    74.449646 412.93332  160.74872 ];59.0;605.0;122.0;543.0
DerMannderSherlockHolmeswar-56170.jpeg;M;M;Hans_Albers;[482.07217 192.66182 535.93713 271.70154];170.0;218.0;232.0;156.0
DerMannderSherlockHolmeswar-56170.jpeg;M;M;Hans_Albers;[156.1949  167.23882 204.76459 235.48984];170.0;218.0;232.0;156.0
DerMannderSherlockHolmeswar-56170.jpeg;M;M;Hans_Albers;[183.93814  26.17212 220.12814  70.86867];170.0;218.0;232.0;156.0
DerMannderSherlockHolmeswar-56170.jpeg;M;M;Hans_Albers;[351.20724   14.654726 385.657     58.369408];170.0;218.0;232.0;156.0
DerMannderSherlockHolmeswar-56170.jpeg;M;M;Hans_Albers;[11.234928 41.717392 44.01416  84.249886];170.0;218.0;232.0;156.0
DerMannderSherlockHolmeswar-56403.jpeg;M;M;Hans_Albers;[517.35236 213.57658 569.4523  286.2033 ];184.0;170.0;246.0;107.0
DerMannderSherlockHolmeswar-56403.jpeg;M;M;Hans_Albers;[123.75838 183.333   173.73723 244.9144 ];184.0;170.0;246.0;107.0
DerMannderSherlockHolmeswar-56403.jpeg;M;M;Hans_Albers;[234.16992   39.18488  263.45288   85.322716];184.0;170.0;246.0;107.0
DerMannderSherlockHolmeswar-56403.jpeg;M;M;Hans_Albers;[345.7262    22.053768 378.12527   67.16336 ];184.0;170.0;246.0;107.0
DerMannderSherlockHolmeswar-56403.jpeg;M;M;Hans_Albers;[ 7.163162 49.910492 38.432617 89.37295 ];184.0;170.0;246.0;107.0
DerMannderSherlockHolmeswar-56844.jpeg;M;M;Hans_Albers;[ 87.44693 204.04147 141.26418 278.30673];222.0;141.0;274.0;89.0
DerMannderSherlockHolmeswar-56844.jpeg;M;M;Hans_Albers;[384.34155   10.357681 429.01917   75.89143 ];222.0;141.0;274.0;89.0
DerMannderSherlockHolmeswar-56844.jpeg;M;M;Hans_Albers;[ 40.723938  66.608154  73.01428  109.20487 ];222.0;141.0;274.0;89.0
DerMannderSherlockHolmeswar-56844.jpeg;F;M;Hans_Albers;[465.92377 245.64626 508.459   312.1071 ];222.0;141.0;274.0;89.0
DerMannderSherlockHolmeswar-59005.jpeg;M;M;Hans_Albers;[463.42114 204.67554 522.1871  287.0326 ];213.0;519.0;287.0;444.0
DerMannderSherlockHolmeswar-59005.jpeg;M;M;Hans_Albers;[ 59.748306  50.268204 115.45654  126.34307 ];213.0;519.0;287.0;444.0
DerMannderSherlockHolmeswar-59005.jpeg;M;M;Hans_Albers;[286.63638   10.456627 320.0614    52.990765];213.0;519.0;287.0;444.0
DerMannderSherlockHolmeswar-59005.jpeg;M;M;Hans_Albers;[591.6589    26.321732 625.15326   70.554375];213.0;519.0;287.0;444.0
DerMannderSherlockHolmeswar-59873.jpeg;F;M;Hans_Albers;[395.44858  92.48585 460.446   194.04553];63.0;328.0;138.0;254.0
DerMannderSherlockHolmeswar-59873.jpeg;M;M;Hans_Albers;[272.06915  44.6122  339.35504 141.29408];63.0;328.0;138.0;254.0
DerMannderSherlockHolmeswar-59873.jpeg;M;M;Hans_Albers;[118.11211  96.50369 156.45085 146.64233];63.0;328.0;138.0;254.0
DerMannderSherlockHolmeswar-60123.jpeg;M;M;Hans_Albers;[354.22025  83.46246 401.6652  142.80861];56.0;344.0;146.0;255.0
DerMannderSherlockHolmeswar-60123.jpeg;M;M;Hans_Albers;[279.83032   48.542503 346.6949   143.17949 ];56.0;344.0;146.0;255.0
DerMannderSherlockHolmeswar-60123.jpeg;M;M;Hans_Albers;[ 48.417892  85.84073   91.67929  139.11826 ];56.0;344.0;146.0;255.0
DerMannderSherlockHolmeswar-60123.jpeg;M;M;Hans_Albers;[394.3418   104.473526 458.47925  201.95502 ];56.0;344.0;146.0;255.0
DerMannderSherlockHolmeswar-60123.jpeg;M;M;Hans_Albers;[195.74214  107.019455 237.95645  158.27844 ];56.0;344.0;146.0;255.0
DerMannderSherlockHolmeswar-60318.jpeg;M;M;Hans_Albers;[247.88602   56.028206 318.7813   150.16028 ];72.0;312.0;146.0;237.0
DerMannderSherlockHolmeswar-60318.jpeg;M;M;Hans_Albers;[ 53.344498  87.21865   95.45854  141.28163 ];72.0;312.0;146.0;237.0
DerMannderSherlockHolmeswar-60318.jpeg;M;M;Hans_Albers;[379.90106  101.328735 439.0778   198.43124 ];72.0;312.0;146.0;237.0
DerMannderSherlockHolmeswar-60318.jpeg;M;M;Hans_Albers;[181.65326  107.908356 223.13852  160.87411 ];72.0;312.0;146.0;237.0
DerMannderSherlockHolmeswar-60318.jpeg;M;M;Hans_Albers;[371.02048  91.5291  411.4808  147.2138 ];72.0;312.0;146.0;237.0
DerMannderSherlockHolmeswar-60455.jpeg;M;M;Hans_Albers;[220.15004   65.223885 288.0177   152.26587 ];80.0;287.0;155.0;212.0
DerMannderSherlockHolmeswar-60455.jpeg;M;M;Hans_Albers;[352.34924  86.3976  402.62842 149.05861];80.0;287.0;155.0;212.0
DerMannderSherlockHolmeswar-60455.jpeg;M;M;Hans_Albers;[403.34372  99.22037 474.86615 197.69412];80.0;287.0;155.0;212.0
DerMannderSherlockHolmeswar-60455.jpeg;M;M;Hans_Albers;[ 68.46149   80.58582  108.994675 132.89096 ];80.0;287.0;155.0;212.0
DerMannderSherlockHolmeswar-60455.jpeg;M;M;Hans_Albers;[143.03085 100.67065 186.72795 154.52103];80.0;287.0;155.0;212.0
DerMannderSherlockHolmeswar-60955.jpeg;M;M;Hans_Albers;[141.99356  72.97652 205.1465  154.28082];88.0;212.0;163.0;137.0
DerMannderSherlockHolmeswar-60955.jpeg;M;M;Hans_Albers;[275.2318   83.2874  307.8613  123.30467];88.0;212.0;163.0;137.0
DerMannderSherlockHolmeswar-60955.jpeg;M;M;Hans_Albers;[352.27274   97.506485 388.61984  139.70198 ];88.0;212.0;163.0;137.0
DerMannderSherlockHolmeswar-60955.jpeg;M;M;Hans_Albers;[102.92341   61.855247 138.50377  111.51918 ];88.0;212.0;163.0;137.0
DerMannderSherlockHolmeswar-60955.jpeg;M;M;Hans_Albers;[476.44318 118.29166 528.4917  178.44173];88.0;212.0;163.0;137.0
DerMannderSherlockHolmeswar-60955.jpeg;M;M;Hans_Albers;[267.36713 324.54803 322.1877  422.8709 ];88.0;212.0;163.0;137.0
DerMannderSherlockHolmeswar-61936.jpeg;M;M;Hans_Albers;[199.41005  80.66547 315.3066  248.53088];125.0;325.0;254.0;196.0
DerMannderSherlockHolmeswar-63505.jpeg;M;M;Hans_Albers;[448.63306  83.35346 544.7851  218.90976];104.0;270.0;211.0;163.0
DerMannderSherlockHolmeswar-63505.jpeg;M;M;Hans_Albers;[178.89896  104.987595 268.0612   221.31503 ];104.0;270.0;211.0;163.0
DerMannderSherlockHolmeswar-63669.jpeg;M;M;Hans_Albers;[452.1251   65.98322 547.92004 208.32605];96.0;265.0;186.0;175.0
DerMannderSherlockHolmeswar-63669.jpeg;M;M;Hans_Albers;[191.18802   83.239456 277.21875  198.5025  ];96.0;265.0;186.0;175.0
DerMannderSherlockHolmeswar-64543.jpeg;M;M;Hans_Albers;[412.6373    63.237267 487.56378  199.4686  ];92.0;270.0;199.0;163.0
DerMannderSherlockHolmeswar-64543.jpeg;M;M;Hans_Albers;[187.46704  90.73672 274.82434 209.82803];92.0;270.0;199.0;163.0
DerMannderSherlockHolmeswar-64750.jpeg;M;M;Hans_Albers;[215.59618  83.44211 301.39108 197.21623];92.0;318.0;199.0;211.0
DerMannderSherlockHolmeswar-64750.jpeg;M;M;Hans_Albers;[407.52588  61.45748 495.45584 208.96365];92.0;318.0;199.0;211.0
DerMannderSherlockHolmeswar-65469.jpeg;F;F;Hilde_Weissner;[211.3396    55.885223 269.4444   136.71141 ];66.0;266.0;129.0;204.0
DerMannderSherlockHolmeswar-65518.jpeg;M;M;Hans_Albers;[366.32257 108.99791 414.77322 179.36597];66.0;301.0;129.0;239.0
DerMannderSherlockHolmeswar-65518.jpeg;M;M;Hans_Albers;[226.01447  42.95922 292.42566 132.87143];66.0;301.0;129.0;239.0
DerMannderSherlockHolmeswar-65640.jpeg;F;F;Hilde_Weissner;[269.9046    51.553192 348.00784  163.34511 ];66.0;344.0;156.0;255.0
DerMannderSherlockHolmeswar-65800.jpeg;M;F;Hilde_Weissner;[216.25473  70.7916  309.51614 203.24255];92.0;306.0;199.0;199.0
DerMannderSherlockHolmeswar-66632.jpeg;M;M;Hans_Albers;[240.94586   24.234158 331.33142  148.6744  ];32.0;330.0;140.0;223.0
DerMannderSherlockHolmeswar-66871.jpeg;M;M;Hans_Albers;[164.75     35.08085 253.18024 158.02597];66.0;255.0;156.0;165.0
DerMannderSherlockHolmeswar-67006.jpeg;M;M;Hans_Albers;[181.42418   35.211594 279.55545  168.61143 ];76.0;275.0;166.0;185.0
DerMannderSherlockHolmeswar-67540.jpeg;M;M;Hans_Albers;[190.92172   34.265392 281.15536  164.02127 ];66.0;285.0;156.0;195.0
DerMannderSherlockHolmeswar-67622.jpeg;F;F;Hilde_Weissner;[277.98364   79.414986 363.9517   195.292   ];96.0;364.0;186.0;275.0
DerMannderSherlockHolmeswar-67727.jpeg;M;M;Hans_Albers;[171.91092   46.407814 264.36905  176.00832 ];68.0;282.0;175.0;175.0
DerMannderSherlockHolmeswar-68014.jpeg;M;M;Hans_Albers;[146.8964   73.42149 262.6937  236.1934 ];96.0;282.0;225.0;153.0
DerMannderSherlockHolmeswar-68074.jpeg;F;F;Hilde_Weissner;[333.09155 103.56858 431.09668 230.62314];116.0;426.0;223.0;318.0
DerMannderSherlockHolmeswar-68365.jpeg;M;M;Hans_Albers;[135.73293   71.184975 251.21028  235.63925 ];96.0;268.0;225.0;139.0
DerMannderSherlockHolmeswar-68420.jpeg;F;F;Hilde_Weissner;[336.11578 103.96573 428.36264 231.13725];116.0;426.0;223.0;318.0
DerMannderSherlockHolmeswar-68420.jpeg;M;F;Hilde_Weissner;[240.25668  64.83619 303.93192 217.32819];116.0;426.0;223.0;318.0
DerMannderSherlockHolmeswar-68649.jpeg;M;M;Hans_Albers;[122.12139 116.59389 192.49225 211.83441];44.0;366.0;152.0;259.0
DerMannderSherlockHolmeswar-68649.jpeg;M;M;Hans_Albers;[282.4734    38.833927 362.743    152.78767 ];44.0;366.0;152.0;259.0
DerMannderSherlockHolmeswar-70035.jpeg;M;M;Hans_Albers;[178.52861  73.99007 252.59442 177.03159];86.0;275.0;176.0;185.0
DerMannderSherlockHolmeswar-70035.jpeg;M;M;Hans_Albers;[363.17392   35.106155 432.54056  152.3592  ];86.0;275.0;176.0;185.0
DerMannderSherlockHolmeswar-70285.jpeg;M;M;Hans_Albers;[218.71362 161.73846 281.53436 246.48506];86.0;524.0;176.0;434.0
DerMannderSherlockHolmeswar-70285.jpeg;M;M;Hans_Albers;[453.8816   78.9306  522.46155 169.10747];86.0;524.0;176.0;434.0
DerMannderSherlockHolmeswar-70285.jpeg;F;M;Hans_Albers;[ 49.979813  75.11357  116.80983  187.74385 ];86.0;524.0;176.0;434.0
DerMannderSherlockHolmeswar-70375.jpeg;M;F;Hilde_Weissner;[263.86087  73.68317 352.0574  195.80432];92.0;366.0;199.0;259.0
DerMannderSherlockHolmeswar-70615.jpeg;M;M;Hans_Albers;[374.87964   48.157467 473.1037   182.38058 ];68.0;462.0;175.0;354.0
DerMannderSherlockHolmeswar-70615.jpeg;M;M;Hans_Albers;[104.77246 136.30063 197.21356 262.15155];68.0;462.0;175.0;354.0
DerMannderSherlockHolmeswar-70839.jpeg;M;F;Hilde_Weissner;[271.87152  76.34456 360.83734 205.86963];106.0;364.0;196.0;275.0
DerMannderSherlockHolmeswar-71091.jpeg;F;F;Hilde_Weissner;[273.4067   69.76465 365.04642 198.8883 ];92.0;378.0;199.0;270.0
DerMannderSherlockHolmeswar-71203.jpeg;M;M;Hans_Albers;[118.50508 134.32011 210.53493 257.30853];80.0;390.0;187.0;282.0
DerMannderSherlockHolmeswar-71203.jpeg;M;M;Hans_Albers;[293.92776   57.682823 394.17212  191.94528 ];80.0;390.0;187.0;282.0
DerMannderSherlockHolmeswar-71335.jpeg;F;F;Hilde_Weissner;[248.89594  75.45404 336.07425 202.17648];92.0;354.0;199.0;247.0
DerMannderSherlockHolmeswar-71423.jpeg;M;M;Hans_Albers;[ 87.93771 121.95367 177.00293 245.65689];80.0;402.0;187.0;294.0
DerMannderSherlockHolmeswar-71423.jpeg;M;M;Hans_Albers;[305.76126   50.049072 406.8268   189.11765 ];80.0;402.0;187.0;294.0
DerMannderSherlockHolmeswar-71585.jpeg;M;M;Hans_Albers;[337.90506    9.030151 435.65988  142.245   ];32.0;426.0;140.0;318.0
DerMannderSherlockHolmeswar-71585.jpeg;F;M;Hans_Albers;[139.59631  116.375595 228.04756  239.00014 ];32.0;426.0;140.0;318.0
DerMannderSherlockHolmeswar-71620.jpeg;M;F;Hilde_Weissner;[261.7457    77.755264 348.555    204.38922 ];106.0;354.0;196.0;265.0
DerMannderSherlockHolmeswar-73223.jpeg;M;F;Marieluise_Claudius;[247.26308 116.72684 288.93832 171.63065];118.0;302.0;170.0;250.0
DerMannderSherlockHolmeswar-73223.jpeg;M;F;Marieluise_Claudius;[120.58027 117.37661 159.27353 171.99902];118.0;302.0;170.0;250.0
DerMannderSherlockHolmeswar-73223.jpeg;M;F;Marieluise_Claudius;[532.85046 161.80399 562.5481  198.36829];118.0;302.0;170.0;250.0
DerMannderSherlockHolmeswar-73223.jpeg;M;F;Marieluise_Claudius;[384.37827 122.68769 416.74966 184.18748];118.0;302.0;170.0;250.0
DerMannderSherlockHolmeswar-73223.jpeg;M;F;Marieluise_Claudius;[522.3039    16.70279  557.3065    65.689926];118.0;302.0;170.0;250.0
DerMannderSherlockHolmeswar-73473.jpeg;F;F;Hansi_Knoteck;[312.1971    72.713196 379.69656  160.52869 ];96.0;237.0;171.0;162.0
DerMannderSherlockHolmeswar-73473.jpeg;M;F;Hansi_Knoteck;[159.43091  89.42804 217.1844  170.67003];96.0;237.0;171.0;162.0
DerMannderSherlockHolmeswar-73473.jpeg;M;F;Hansi_Knoteck;[487.44202   65.659935 537.8693   181.15881 ];96.0;237.0;171.0;162.0
DerMannderSherlockHolmeswar-74490.jpeg;M;F;Marieluise_Claudius;[241.42947  118.251915 288.91522  186.07027 ];130.0;285.0;182.0;233.0
DerMannderSherlockHolmeswar-74490.jpeg;M;F;Marieluise_Claudius;[188.88022 112.40801 237.29755 175.8498 ];130.0;285.0;182.0;233.0
DerMannderSherlockHolmeswar-77471.jpeg;M;F;Marieluise_Claudius;[416.0458  177.64178 447.23465 216.43863];182.0;449.0;218.0;413.0
DerMannderSherlockHolmeswar-77471.jpeg;M;F;Marieluise_Claudius;[396.47873 168.45844 420.70682 203.74083];182.0;449.0;218.0;413.0
DerMannderSherlockHolmeswar-77721.jpeg;M;F;Hansi_Knoteck;[437.50412 200.56941 483.63025 256.46863];214.0;482.0;257.0;439.0
DerMannderSherlockHolmeswar-77721.jpeg;M;F;Hansi_Knoteck;[100.68676 175.82907 122.38933 211.28398];214.0;482.0;257.0;439.0
DerMannderSherlockHolmeswar-82210.jpeg;M;F;Hansi_Knoteck;[322.367   211.71135 401.61688 308.19098];229.0;403.0;304.0;328.0
DerMannderSherlockHolmeswar-86681.jpeg;M;M;Hans_Albers;[431.2461  109.59202 510.9956  219.11922];56.0;255.0;146.0;165.0
DerMannderSherlockHolmeswar-86681.jpeg;M;M;Hans_Albers;[153.34833   44.598255 235.10715  146.14996 ];56.0;255.0;146.0;165.0
DerMannderSherlockHolmeswar-9941.jpeg;F;F;Hansi_Knoteck;[449.5539   89.3631  510.25943 174.81482];108.0;515.0;170.0;453.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102303.jpeg;M;M;Ralph_Arthur_Roberts;[438.64288 261.56488 512.0989  348.9725 ];279.0;511.0;354.0;436.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102303.jpeg;F;M;Ralph_Arthur_Roberts;[293.22327  76.82469 358.43253 158.62001];279.0;511.0;354.0;436.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102553.jpeg;M;M;Ralph_Arthur_Roberts;[409.6241   71.98784 526.8624  219.28104];96.0;540.0;225.0;411.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102553.jpeg;M;F;Charlotte_Schellhorn;[409.6241   71.98784 526.8624  219.28104];96.0;268.0;225.0;139.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102553.jpeg;F;M;Ralph_Arthur_Roberts;[120.84277  73.6867  207.94408 228.23834];96.0;540.0;225.0;411.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102553.jpeg;F;F;Charlotte_Schellhorn;[120.84277  73.6867  207.94408 228.23834];96.0;268.0;225.0;139.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102843.jpeg;M;F;Hilde_Weissner;[164.36406   98.869225 316.26657  318.03397 ];150.0;339.0;305.0;184.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102843.jpeg;F;F;Hilde_Weissner;[496.62555  89.54164 619.5345  340.65018];150.0;339.0;305.0;184.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102911.jpeg;M;M;Ralph_Arthur_Roberts;[314.16928  95.87682 462.43756 288.99573];133.0;442.0;288.0;287.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-102911.jpeg;F;M;Ralph_Arthur_Roberts;[ 25.545658  92.81953  139.36961  317.0287  ];133.0;442.0;288.0;287.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-103161.jpeg;M;M;Ralph_Arthur_Roberts;[256.2106  107.23192 407.62308 303.00925];133.0;390.0;288.0;236.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-103161.jpeg;M;M;Ralph_Arthur_Roberts;[ 13.088806  63.240192 109.69938  286.48764 ];133.0;390.0;288.0;236.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-103411.jpeg;M;M;Ralph_Arthur_Roberts;[272.3561   102.355316 422.8561   301.82947 ];133.0;390.0;288.0;236.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-103411.jpeg;M;M;Ralph_Arthur_Roberts;[ 26.40336  63.02795 139.38985 278.57913];133.0;390.0;288.0;236.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-103531.jpeg;M;M;Ralph_Arthur_Roberts;[314.3833  114.04506 362.55414 176.78047];124.0;360.0;176.0;308.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-103531.jpeg;M;M;Ralph_Arthur_Roberts;[190.55081 111.74737 219.44052 174.73657];124.0;360.0;176.0;308.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-105320.jpeg;M;M;Ralph_Arthur_Roberts;[ 93.29333  45.22832 174.2667  151.66344];66.0;185.0;156.0;96.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-105320.jpeg;M;M;Ralph_Arthur_Roberts;[450.0216   46.60991 527.62994 150.72212];66.0;185.0;156.0;96.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-10692.jpeg;M;M;Ralph_Arthur_Roberts;[323.49387   39.793777 490.7244   271.7769  ];57.0;510.0;242.0;324.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-108869.jpeg;M;M;Will_Quadflieg;[339.58865  53.27103 403.99747 142.33972];63.0;395.0;138.0;320.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-108869.jpeg;M;M;Will_Quadflieg;[137.31157   58.764618 187.46153  145.47292 ];63.0;395.0;138.0;320.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[178.21065  39.96622 221.86288  96.45043];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[328.00052  49.75938 377.22775 111.39397];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[444.07016  85.33162 464.84116 114.18853];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[ 55.694748 133.83124   80.19775  165.47694 ];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[252.53194   51.217373 269.1175    71.26424 ];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[534.7428  137.70006 557.9207  167.67772];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;F;M;Will_Quadflieg;[471.6522   73.72875 488.92484  92.7826 ];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[129.81546  79.19458 147.15213 100.06665];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[ 60.565445  81.74175   82.539215 109.58252 ];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[618.56744 122.80294 639.18243 155.15323];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;F;M;Will_Quadflieg;[484.0952   47.30842 500.90964  68.35185];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[ 91.17754  47.81742 107.11102  68.55468];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[254.56203  95.59419 275.76968 121.09017];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[527.61224  98.46586 548.04095 121.99232];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;F;M;Will_Quadflieg;[396.12833   80.711136 414.37717  101.13036 ];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-111979.jpeg;M;M;Will_Quadflieg;[592.63104 216.18726 633.9829  258.1925 ];50.0;223.0;94.0;180.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-117787.jpeg;M;M;Ralph_Arthur_Roberts;[287.10483   13.491341 385.30847  140.45306 ];32.0;378.0;140.0;270.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-117955.jpeg;M;M;Ralph_Arthur_Roberts;[249.46994   28.380564 399.06528  210.60556 ];47.0;390.0;202.0;236.0
DerMaulkorbRalphArthurRobertsPaulHenckelsHildeWeissnerTheodorLoos-118365.jpeg;M;M;Ralph_Arthur_Roberts;[238.04416   52.227886 390.31113  242.6184  ];81.0;390.0;236.0;236.0
